Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10
24.7017,14.1922,0.182197,0.240143,0,0,0.714364,0,0,0
42.2177,0.519394,0.754832,0,0.0694343,0,0,0,0,0
6.53219,24.9177,4.23121,5.75796,0.816992,0.0141225,0.15014,0,0,0
32.6235,11.5987,12.1838,4.96676,0,0,0,0,0,0
22.4029,3.84851,10.9126,0.149854,0,0,0,0,0,0
28.8552,5.63743,0.657492,0.680908,0.0454909,0,0,0,0,0
22.295,14.9298,16.9754,0.112782,0,0,0.445588,0,0,0
43.618,0.401008,6.98973,1.32707,0,0,0,0,0,0
23.1809,14.7758,2.92791,4.15221,0.270822,0,0.108368,0,0,0
49.6984,21.327,2.04572,0,0,0,0,0,0,0
33.9789,4.76421,2.42115,0.0891737,0,0,0,0,0,0
21.9435,13.5198,1.42591,2.43374,0,0,0,0,0,0
23.2979,9.45133,0.597253,1.66303,0,0,0,0,0,0
7.81109,13.9822,4.41595,0.835158,0.0283681,0,0,0,0,0
17.0409,36.2136,6.35308,1.08566,0,0,0,0,0,0
7.53001,25.8279,7.10176,1.03315,0,0,0,0,0,0
17.9062,12.5658,6.89156,5.51348,0,0,0,0,0,0
36.2507,23.309,0.29637,0.166324,0,0,0,0,0,0
13.5681,26.2782,2.35776,0.00903155,0,0,0,0,0,0
34.8279,13.522,1.24215,0,0.0236694,0,0,0,0,0
16.3023,9.83208,1.33045,0.0190223,0,0,0,0,0,0
19.8556,19.9215,12.931,4.87439,0.633098,0,0,0,0,0
52.0439,2.928,0,0.342125,0,0,0,0,0,0
20.5052,4.89791,13.1279,6.55311,0,0,0,0,0,0
33.9194,14.2723,0.390458,3.25533,0,0,0,0,0,0
29.5518,3.70074,0.561719,0.231689,0,0,0,0,0,0
15.322,8.33689,1.22385,1.99567,0.385273,0.107178,0,7.30697,0,0
16.1173,11.234,7.6757,1.44603,0,0,0,0,0,0
15.1154,15.0384,5.05181,0.422875,0,0,0,0,0,0
5.34246,6.33462,3.8637,2.09081,1.05581,0,0,0,0,0
45.0124,1.75599,0,1.09211,0,0,0,0,0,0
18.1357,5.17772,2.18314,1.35773,0,0,0,0,0,0
40.6635,1.93736,6.85843,0,0.91593,0,0,0,0,0
4.54046,22.5289,8.23611,2.6632,0,0,0,0,0,0
3.7461,12.1322,24.609,2.92681,0.49851,2.08115,0,0,0,0
12.5958,8.96494,5.98498,0,0,0,0,0,0,0
21.4643,8.44792,4.27536,1.20965,0,0.219992,0,0,0,0
13.5805,21.0669,0.184367,9.51341,0,0,0,0,0,0
25.1304,10.8408,0,2.59349,0.110799,1.31138,0,0,0,0
43.2626,6.54376,7.81631,0,0,0,0,0,0,0
20.1719,13.1296,2.07098,0.0126299,0,0,0,0,0,0
38.9148,2.29233,0.534632,13.4107,0.139414,5.21038,2.05974,0,0,0
25.507,9.14848,0.15456,0.621081,0,0,0,0,0,0
16.9205,1.41545,30.9631,6.46381,0,0,0,0,0,0
15.2664,13.2892,9.86282,4.8879,0.151325,0.0436024,0,0,0,0
19.6501,12.3888,3.89888,0.830834,0.0404894,0,0,0,0,0
19.8709,15.4274,0.283549,2.741,7.3669,0.0695591,3.09537,0,0,0
23.7198,14.6496,2.16275,1.71045,0.287947,0,0,0,0,0
13.0461,4.70622,26.157,2.51537,4.02959,1.12152,0,0,0,0
4.54169,27.542,4.617,5.91557,0.488526,0.830896,0,0,0,0
12.0198,11.9584,5.55281,0,0,0,0,0,0.0406918,0
19.5007,12.5367,4.62882,0,0,0,0,0,0,0
21.0696,12.1146,1.32055,0.147355,0.280847,0,0,0,0,0
9.05516,5.71342,0.809043,0,0,0,0,0,0,0
23.0055,21.9281,1.44951,0,0.367882,0,0,0,0,0
18.5561,14.6793,10.7692,0.209126,0.286455,0,0,0,0,0
39.8449,10.953,1.5093,0.851697,0,0,0,0,0,0
40.7975,9.16618,5.45366,2.98035,0,0,0.591425,0,0,0
15.6418,12.6528,5.72464,5.49551,1.23202,1.78797,0,0,0,0
31.8148,8.66589,0.323556,0.1871,0,0.0444679,0,0,0,0
18.44,5.79297,6.24099,5.83178,0,0,0,0,0,0
39.1007,3.47971,2.36924,5.10107,0,0,0,0,0,0
13.2922,12.257,3.61067,1.92736,0,0,0,0,0,0
23.4712,11.5856,4.55137,0.331699,0,0,0,0,0,0
22.1027,18.5897,0.0456476,0.1086,0,0.146136,0,0,0,0
23.8775,13.656,0.213882,0,0,0,0,0,0,0
36.6424,13.2963,0.781792,0,0,0,0,0,0,0
22.3464,18.1566,10.0729,2.56959,0.354323,0,0,0,0,0
38.7183,9.98788,0.602499,0.0122319,0.022102,0,0,0,0,0
30.7478,23.1496,0.503018,2.58606,0,0,0,0,0,0
19.9437,15.4824,13.617,0.468122,0.998189,0,0,0,0,0
17.4111,23.5694,3.67419,5.72397,4.9059,0.904082,0,0,0,0
10.3501,10.0169,14.8774,1.54958,4.01454,1.9605,0,0,0,0
29.2894,13.4016,0.00770009,1.31486,0,0.0700324,0,0,0,0
36.6541,0.138277,18.546,3.52937,0,0,0,0.027167,0.253964,0
32.5589,3.72347,3.56197,0,0,0,0,0,0,0
23.4212,38.6575,10.2438,1.17972,0.14313,0,0,0,0,0
28.2893,7.30912,1.58053,1.19977,0,0,0,0,0,0
16.1177,17.5864,23.4161,4.7046,0,0,0,0,0,0
31.5673,21.8774,7.59151,6.15244,0.39363,0,0,0,0,0
8.23535,26.8666,7.55998,0.730711,0,0,0,0,0,0
37.6357,15.6328,16.0807,0.453321,0,0,0,0,0,0
15.2983,35.0431,2.34279,0,0,0,0,0,0,0
22.3765,17.0313,4.82213,0,0,0,0,0,0,0
18.0535,0.97349,0.335455,0.0860806,0,0,0,0,0,0
25.8277,23.3245,2.81971,5.81228,0,0,0,0,0,0
7.08206,21.0239,17.2159,8.05904,0.0636245,0,0,0,0,0
12.5136,8.11262,1.27865,0.382396,0.00038911,0,0,0,0,0
31.2847,4.03215,0.595882,2.86143,0,0,0,0,0,0
18.2164,2.25437,11.6063,3.89129,0,0,0,0,0,0
31.9718,23.506,7.08296,0.047412,0,0.291724,0,0,0,0
20.6397,15.388,0.137218,4.97639,0,0,0,0,0,0
14.3666,14.3579,4.1722,1.41389,0,5.59123,0,0,0,0
19.1943,7.38753,4.85576,1.77354,0,0,0,0,0,0
30.0655,17.8587,8.07118,3.55248,0.0457356,0,0,0,0,0
16.0796,4.41877,5.26347,0.182763,0.0470762,0,0,0,0,0
34.2795,10.4081,1.99234,0.0489106,0.905701,0,0,0,0,0
17.3289,10.0374,0,1.42172,0,2.72334,0,0,0,0
38.1014,21.5123,6.9112,0,2.61568,0.621177,0,0,0,0
16.6264,8.14514,6.81744,0,0,0,0,0,0,0
33.301,2.89656,3.50659,0,0.364794,0,0,0,0,0
1.25923,13.5819,9.42086,1.7677,0,0.761295,0,0,0,0
13.0345,27.9507,2.93732,0.259515,0.0928186,0,0,0,0,0
21.939,16.9987,1.30865,0.113002,0,0,0,0,0,0
54.9131,2.67392,0.501736,3.05803,0,0,0,0,0,0
37.6812,9.98967,1.16788,0,0,0,0,0,0,0
28.9577,22.6048,14.6475,2.33638,0.340703,0,0,0,0,0
10.2643,17.9167,0.58724,0.00813035,0,0.360134,0,0,0,0
14.2077,8.02323,4.20043,0.942932,0,0,0,0,0,0
23.2183,11.6839,0,4.42094,0,0,0,0,0,0
15.2637,6.0377,20.0052,2.66816,0,0,0,0,0,0
20.426,8.11544,8.03893,8.31135,1.32551,1.1536,0,1.86052,0,0
18.9244,10.358,10.0318,0.307458,0,0,0,0,0,0
11.6881,39.1419,7.04312,0,0,0,0,0,0,0
26.5987,27.8708,2.59203,0,0,0,0,0,0,0
29.2663,9.79721,3.07168,0,0,0,0,0,0,0
34.1277,7.59537,2.95422,4.72382,0,0,0,0,0,0
40.2304,5.4193,0.214467,1.88538,0,0,0,0,0,0
15.119,16.9211,3.51427,2.95382,0,1.53685,0,0,0,0
8.60752,21.6489,0.050643,1.24374,0.22836,0,0,0,0,0
26.2917,10.2459,0.268265,0,0,0,0,0,0,0
24.606,15.6432,3.62658,3.76577,1.56787,0,0,0,0,0
26.4892,21.4849,7.67195,0.321454,0.218197,0,0,0,0,0
24.4111,18.9008,12.0599,0.688004,0,0,0,0,0,0
9.76253,11.7447,4.34254,0,0,0.847342,0,0,0,0
6.19507,16.4106,4.40492,0,0,0,0,0,0,0
29.4182,15.4374,1.46851,0,0,0,0,0,0,0
18.8322,5.61424,3.32057,5.46178,5.90698,0.412788,0,0,0,0
7.93748,20.1389,5.62715,0,0,0,0,0,0,0
7.19559,18.4227,11.6068,4.86568,1.00995,0,0,0,0,0
33.891,12.4437,7.62254,0,0,0,0.0438433,0,0,0
36.6998,5.13067,1.03659,0.839923,0.216052,0,0,0,0,0
21.6931,20.4334,9.30337,0.0258901,0.144839,0,0,1.03361,0,0
17.36,4.48168,3.41259,9.29984,0.924212,8.43266,0,0,0,0
24.5767,14.9746,9.26976,0.162323,0.252829,3.20673,0,0,0,0
25.1804,11.7016,9.29021,1.22923,0,0,0,0,0,0
15.9427,8.64513,3.81697,0.477692,0,0,0,0,0,0
32.4756,13.6038,0.304208,0,0.0699446,0,0,0,0,0
17.4695,16.4725,4.56838,1.91602,0.475571,0,0,0,0,0
2.05187,23.2228,4.68995,0.0982877,1.30017,0,0,0,0,0
14.711,21.6706,1.7065,0.334872,0,0,0,0,0,0
25.3382,13.2766,0.373652,0.567951,0.108947,0,0,0,0,0
18.4824,14.7089,4.82863,0.166957,0,0,0,0,0,0
1.80278,22.4996,18.9674,0.974157,0,0,0,0,0,0
3.94683,30.0329,7.13223,17.7429,0.0355993,0,0,0,0,0
45.4982,15.6371,8.23966,1.0668,5.71135,0.4175,0,0,0,0
29.181,17.6046,4.23684,2.29208,0,0,0,0,0,0
5.86576,14.1983,13.6074,0.130127,0,0,0,0,0,0
16.3431,11.6511,4.16004,0,0,0,0,0,0,0
17.8396,15.3949,0.448394,1.79855,0,2.15043,0,0,0,0
21.6286,10.6158,0.338632,0.510876,0,0,0,0,0,0
18.0274,11.5822,4.7385,0.654543,0,0.0140709,0,0,0,0
41.3958,14.2262,0,0.390627,0,0,0,0,0,0
42.3889,4.54581,2.25702,0,0,0,0,0,0,0
21.5614,28.9895,11.3562,1.73349,0,0,0,0,0,0
14.1516,13.1238,20.1597,0.123471,0.107735,0,0.743231,0,0,0
24.0094,8.52522,0.870172,0,0.920759,0.338975,0,0,0,0
13.0547,32.3064,11.5074,1.50437,0,0,0,0,0,0
36.3029,16.2655,9.06837,0.381361,0.1026,0,0,0,0,0
8.07096,27.5061,4.21151,4.80913,0.590911,0,0,0,0,0
28.3136,29.9698,0.656548,2.13132,0.0186862,0,0,0,0,0
46.9104,12.1507,1.79542,0.378657,0,0,0,0,0,0
21.1591,9.80626,0.26075,0,0,5.91535,0,0,0,0
20.4887,16.7249,6.42716,1.31417,0,0,0,0,0,0
26.178,10.4441,26.7366,0.17743,0.0324481,0,0,0,0,0
20.4369,23.2033,3.23438,0.317796,0,0,0,0,0,0
13.6065,37.3505,0.750739,0,2.05622,0.178289,0.658322,0,0,0
43.3942,0.933888,0.825867,0.215114,0,0,0,0,0,0
35.32,5.64417,1.40987,0.114917,0,0.122847,0,0,0,0
30.6689,15.162,2.43574,0.535634,3.88069,0,0,0,0,0
6.00928,13.3509,7.74788,0.10676,1.2863,0,0.308239,0.0378693,0,0
17.59,7.62843,14.9578,6.62666,0.388146,1.96557,0.116719,0,0,0
29.2614,9.55399,2.50332,0,0,0,0,0,0,0
20.6128,0.613325,12.8232,0.203619,1.05986,0,0,0,0,0
12.7306,24.4453,10.0487,0,6.29404,0.177955,0,0,0,0
20.9304,4.48793,0.532112,1.98616,0,0,0,0,0,0
8.93075,4.29117,8.99319,0,0,0,0,0,0,0
33.2171,12.5464,8.00383,0.324966,0,0,0,0,0,0
24.0161,10.9196,0.729233,0,0,0,0,0,0,0
19.5925,5.76654,3.49478,6.49874,0.325785,0.00142366,0,0,0,0
8.97378,15.6784,10.6088,11.1984,0.0962272,0,0,0,0,0
2.00565,25.0716,5.59511,1.71531,0.0171879,0,0,0,0,0
24.6715,3.45883,0.302368,0.422488,0.0804081,0,0,0,0,0
25.3429,6.90394,0.489341,0.383311,0,0,0,0,0,0
19.0572,14.5054,4.39834,2.97983,0.860885,0,0,0,0,0
26.4842,4.85722,1.45813,0,0,0,0,0,0,0
27.8157,14.2043,1.64791,0.219477,0,0.0315084,0,0,0,0
38.2841,26.6638,0.287881,0.0512545,0,0,0,0,0,0
28.3036,13.4003,0.568086,1.73682,0.282693,0,0,0,0,0
31.005,6.43455,10.5062,0.0568962,0.0392506,0,0,0,0,0
22.1255,8.11843,5.24336,2.08248,0.656438,0,0,0,0,0
42.8642,3.2322,2.82084,0.593915,0,0,0,0,0,0
9.79297,36.5817,5.47272,0.690461,2.03675,0.346333,0,0,0,0
35.5828,19.2572,0.0972418,0,0,0,0,0,0,0
10.4768,24.1231,1.00482,1.38829,0.230662,0,0,0,0,0
13.9557,18.2639,11.6788,0,0,0,0,0,0,0
19.7536,27.1151,2.36865,0,1.25352,0,0,0,0,0
45.8214,20.521,0.815032,0.214727,0,0,0,0,0,0
14.1743,7.73429,4.46854,0,0.0125961,0,0,0,0,0
30.7045,19.955,0.47861,0.0239797,0.80651,0,0,0,0,0
33.4042,2.99063,5.88039,0.826335,0.760855,0,0,0,0,0
8.71706,14.3214,1.35281,5.40813,0.0969052,0.119146,0,0,0,0
20.6922,11.9214,0.92283,0.00287249,0,0,0,0,0,0
14.9147,21.9214,2.55424,2.78878,0.0472842,0.127692,0,0,0,0
34.2493,24.1221,0.10171,1.5064,0,0,0,0,0,0
14.2068,19.8916,2.71966,0.126709,0,0,0,0,0,0
30.4201,4.83075,2.08306,0.491711,0.909277,0,0,0,0,0
11.9444,18.798,0.672133,0,1.09135,0,0,0,0,0
36.8303,8.15976,6.24686,0,0,0,0,0,0,0
20.4568,22.5519,0.750299,0.0294,1.16914,0,0,0,0,0
27.8544,18.7154,0.793976,0.120355,0,0.0141321,0,0,0,0
25.9153,13.6996,10.3487,0.851554,0,0,0,0,0,0
2.43884,12.9627,9.32923,0.203053,0.162302,0.116828,0,0,0,0
24.8236,7.26467,2.6384,0.148793,0,0.203304,0,0,0,0
8.7557,17.7567,1.51492,0.024101,0,0,0,0,0,0
28.7884,31.3034,4.27001,2.53112,0.140494,0,0,0,0,0
17.8947,19.2021,2.61841,0.0503756,0.59104,0,0,0,0,0
42.7464,9.66213,2.78828,0.164226,0,0,0,0,0,0
24.6991,11.7668,2.52266,1.4599,0,0,0,0,0,0
39.8833,13.1105,0.290559,0.174184,0,0,0,0,0,0
10.8779,16.0094,0.609324,5.60781,0.00908907,1.31679,0,0,0,0
25.9704,9.75355,2.64956,3.83207,0,0,0,0,0,0
8.24816,16.9106,0.836403,0.0715589,0,0.0160407,0,0,0,0
25.9251,11.3033,8.1582,0.406454,0,0,0,0,0,0
30.0165,16.6509,0.0865208,0.194921,0,0,0,0,0,0
3.07419,4.67272,16.6557,9.37325,2.70501,1.10504,0,0,0,0
28.1254,19.0796,7.90415,1.09947,1.05178,0,0,0,0,0
40.7828,8.75298,8.08303,7.74383,0,0,0,0,0,0
34.2937,5.94946,0.48629,0.337509,0.711924,0,0,0,0,0
32.2608,6.42636,0,0.498349,0,0,0,0,0,0
24.0508,17.9315,1.78342,0,0,0,0,0,0,0
20.0071,25.2485,0.684827,5.219,0,0.0390461,0,0,0,0
28.6888,12.3819,13.8106,3.33669,0.201014,0,0,0,0,0
21.8122,16.5114,0,0.754154,0,0,0,0,0,0
9.82251,1.418,0.161612,0,0,0,0,0,0,0
24.0815,6.7776,0.367667,1.11535,0,0,0,0,0,0
7.72765,12.1889,5.85836,8.44824,0.433586,4.35351,0,0.166765,0,0
16.3314,12.0093,12.7386,2.85794,0,0,0,0,0,0
24.3593,17.9281,1.91966,0.753855,0,0.509747,0,0,0,0
30.6978,10.1354,6.96633,0.190333,0.504822,0,0,0,0,0
12.3646,17.9967,2.03335,2.70147,0,0,0,0,0.169529,0
41.2152,9.06028,4.42382,0.215622,0,0,0,0,0,0
2.5519,18.1706,4.49525,3.86918,0.164004,0.058427,0,0,0,0
12.2109,24.7561,19.5412,0.113414,0,0,0,0,0,0
30.9685,2.39179,24.2424,2.52127,1.41866,0,0,0,0,0
12.6563,3.93019,2.89113,0.0850264,3.9754,0,0,0,0,0
19.3643,9.03237,8.53506,0.221788,0,0.145084,0.178922,0,0,0
32.4036,9.93909,1.18891,0.083006,0,0,0,0,0,0
23.1967,6.28395,5.47634,2.66036,0,0.728654,0,0,0,0
23.07,3.60625,0.0437378,0.423039,0,0,0,0,0,0
20.4163,8.17642,0.29019,0.357064,0,0,0,0,0,0
7.26554,8.13094,14.0768,4.1296,0,0,0,0,0,0
29.6041,28.369,3.07229,1.18441,0.00102885,0,0,0,0,0
56.5062,3.47867,1.44046,0.314096,0,0,0,0,0,0
6.69236,9.76894,0.340185,1.16266,1.94126,1.57804,0,0,0,0
32.8913,10.2138,9.74716,0,0,0,0,0,0,0
18.5173,8.36213,14.1232,5.67631,0.100795,0,0,0,0,0
27.9039,7.48586,8.19881,22.4415,0.184058,0,0,0,0,0
44.6593,2.39053,0.721413,1.3406,0,0,0,0,0,0
39.3321,1.77121,0.0240854,2.18631,0,0,0,0,0,0
2.17013,30.1223,7.58835,4.65834,0.0067084,0,0,0,0,0
12.707,15.3916,4.51614,0.0071828,2.57908,0,0,0,0,0
12.413,10.0181,5.25317,7.01205,0.25708,0,0,0,0,0
27.9461,9.38967,2.47535,0.112009,3.77902,0,0,0,0,0
38.6295,8.45488,2.29073,0.567834,0,0,0,0,0,0
23.1113,4.23098,2.4424,0,0,0.256081,0,0,0,0
34.9728,18.4049,0.563475,0.0520884,0,0,0,0,0,0
34.1437,13.9952,2.87795,0,0,0,0,0,0,0
16.4728,22.415,5.73581,0.369019,0,0,0,0,0,0
19.6855,8.45639,0.904495,0,0,0,0,0,0,0
13.2205,7.10016,14.5606,1.2733,4.33466,0,0,0,0,0
33.6973,12.2819,1.52974,0.0493763,0.0110306,0,0,0,0,0
38.3478,7.35022,0.216068,0.101757,0,0,0,0,0,0
22.9655,38.5355,2.25815,1.73082,1.42612,0.658504,0,0,0,0
3.68248,14.2963,0.51232,0.150379,0,0,0,0,0,0
26.1815,6.17809,0.95866,19.8448,0.488497,0,0,0,0,0
20.6828,17.8045,0.505523,0.157208,0,0,0,0,0,0
41.0546,13.9015,1.21345,3.22596,0,0,0,0,0,0
33.0393,28.6653,4.49979,0.762955,0.101312,0,0,0,0,0
38.3887,19.7448,1.64065,2.97255,0,0,0,0,0,0
21.743,12.5333,2.59879,0.0150227,0.412969,0,0,0,0,0
12.4352,25.3717,2.6926,1.75993,0.00115041,1.24384,0,0,0,0
24.509,23.6684,5.41787,1.58491,0,0,0,0,0,0
20.8799,6.49316,1.1992,0.00152242,0,0,0,0,0,0
36.141,13.1884,4.28148,0.0932509,0,0.80173,0,0,0,0
52.7492,13.8393,1.81255,0.312327,0,2.16965,0,0,0,0
52.8035,1.25438,1.07351,0.206152,0,0,0,0,0,0
31.8699,9.87441,5.1947,0.0579109,0,0,0,0,0,0
18.9025,9.55079,0.117649,1.399,0,0,0,0,0,0
35.0069,12.734,8.59215,5.96647,0,0,0,0,0,0
33.8686,17.5732,0.580464,8.41592,0,0,0,0,0,0
8.53607,8.81698,5.89061,0.452405,0,7.89491,0,0,0,0
34.86,10.913,0.601946,4.6901,0,0,0.05763,0,0,0
25.6568,20.6675,0.283397,0.271325,0,0,0,0,0,0
6.47172,4.59971,0.646609,5.02089,0.400456,0,0,0,0,0
17.668,20.1609,9.57142,0.110332,1.14261,0,0,0,0,0
26.0197,22.7576,1.63345,0.00388275,0,0,0,0,0,0
28.0317,15.8259,3.13524,5.65328,0,1.44318,0,0,0,0
13.5995,7.3672,6.03899,0.0812407,0.249736,0,0,0,0,0
41.8445,13.9465,2.51998,0,0,0.775895,0,0,0,0
25.5055,14.9039,0.4173,0.0142332,0,0.248613,0,0,0,0
21.2941,2.07883,0.329466,0.510151,0,0,0,0,0,0
25.0362,26.7094,1.16328,0.960037,0,0,0,0,0,0
9.03311,25.6086,7.81783,1.80792,0,0.42551,0,0,0,0
29.6097,12.0837,2.67824,14.1064,0.607518,0.0113954,0,0,0,0
14.6134,1.14216,15.118,4.40394,0.119219,0,0,0,0,0
35.1823,15.6994,2.97655,0.1925,0,0,0,0,0,0
26.1126,19.0121,0.129456,3.71669,0,0,0,0,0,0
34.7791,14.1967,11.8813,0.0537899,2.03321,0,0,0,0,0
40.0449,11.9439,0.29844,2.22562,0,0,0,0,0,0
39.8804,10.8746,7.40666,0.273777,0,0,0,0,0,0
26.5453,16.9047,0.00336813,0,0,0,0,0,0,0
25.8343,8.20645,0.00210125,0.066017,0,0,0,0,0,0
40.8745,17.3766,0.684714,1.01445,0,0,0,0,0,0
54.2839,2.22733,5.487,0.270107,0,0,0,0,0,0
35.3404,17.1583,0.40915,0,0,0,0,0,0,0
15.1698,15.8941,1.35259,0.312027,0,0.027297,0,0,0,0
34.9933,20.069,0.346654,9.34805,0,0,0,0,0,0
23.9037,20.0464,1.74284,2.77029,0.532772,0.410079,1.42079,0,0,0
31.2623,1.88858,1.39612,0.31297,0.141473,0.0404405,0.263872,0,0,0
7.61911,12.5502,5.41938,5.86175,0,0,0,0,0,0
7.75256,5.84762,6.90715,0.161577,2.09762,0,0,0,0,0
54.92,27.8113,0.0667863,0,0.151251,0,0,0,0,0
29.3846,9.45608,7.31405,0,0.221015,0,0,0,0,0
34.2258,6.74157,4.92509,1.14377,0,0,0,0,0,0
16.5061,1.87473,4.89688,2.19163,0.0235567,1.5297,0,0,0,0
36.1035,13.9879,9.75314,0,0,0,0,0,0,0
25.3916,7.00206,15.2441,0.674943,0,0.0392778,0,0,0,0
12.7061,19.5127,7.96184,0.228259,1.1633,0.553613,0,0,0,0
12.4568,5.9406,0.533995,20.6712,0.394729,0,0,0,0,0
27.2287,19.3032,8.66021,0.35153,0,0,0,0,0,0
50.5483,13.258,1.74833,0,5.90169,0,0,0,0,0
36.0234,25.9424,1.27492,0,0.149049,0,0,0,0,0
25.3122,30.6238,10.3047,0,0,0,0,0,0,0
25.5566,9.94111,12.3295,0.809546,0,0.0865181,0,0,0,0
15.191,24.5595,0.885296,0.268937,0.009615,3.64913,4.94058,0.0275644,0,0
0,38.7653,4.30654,0.19848,0,0,0,0,0,0
33.4632,7.64536,21.8183,2.87326,0,0,0,0,0,0
15.1658,0.389542,0.0465293,0,0,0,0,0,0,0
17.3638,14.4295,1.02705,0.106709,0.226964,0,0,0,0,0
25.1656,10.0927,1.11166,0.330262,0,0,0,0,0,0
31.0379,6.26802,4.11458,3.01531,0,0,0,0,0,0
13.3586,1.18019,7.79855,0.455563,0.102065,0,0,0,0,0
13.2198,16.7125,11.9009,0.0495342,0.0177057,0,0,0,0,0
27.991,10.1368,1.6278,0,0.00738798,0,0,0,0,0
19.5481,15.2794,15.4204,0.228565,0,0,0,0,0,0
39.7281,17.5336,2.97122,1.80781,0.462499,0,0,0,0,0
39.4367,12.3452,1.92018,0,0,0.170122,0,0,0,0
40.8761,6.05731,0.146281,0.459361,0,0,0,0,0,0
26.7517,9.98381,2.91696,0,0.112816,0.430183,0,2.53349,0,0
22.5939,34.6598,10.2088,0.179563,0,0,0,0,0,0
26.6565,12.51,0.727418,1.75723,0,0,0,0,0,0
18.5177,18.2594,4.29277,0,7.69225,0,0,0,0,0
28.3983,12.3772,0.810015,3.41805,0.0252652,0,0,0,0,0
34.8684,10.4562,1.29115,0,0,0.441966,0,0,0,0
51.7831,14.4273,1.47195,0,0,0,0,0,0,0
17.653,11.975,21.2641,2.70188,0,0,0,0,0,0
12.5954,8.76361,4.84829,0.295817,0,0,0,1.6539,0,0
26.3263,29.1202,1.19872,1.47569,0.018297,0,0,0,0,0
20.2865,13.5025,6.45837,5.09822,0,0,0,0,0,0
6.33714,16.8562,3.13684,1.67744,0.634458,0,0,0,0,0
11.9408,35.8644,0.0926342,0,0,0,0,0,0,0
31.6177,3.93032,0.15654,0,0,0,0,0,0,0
22.3705,8.37463,2.22449,0.320629,1.78747,0,0.463126,0,0,0
11.8097,23.8506,0.020497,0,0,0,0,0,0,0
4.76475,6.07435,4.41456,8.1202,0,0,0,0,0,0
36.8885,12.2031,0.748892,0,0,0.213532,0,0,0,0
0.948509,4.67714,6.68639,0.427818,0.328263,0,0,0,0,0
15.912,12.8903,0.203383,0.155996,0,0,0,0,0,0
38.9611,22.1266,1.15098,0,0,1.15002,0,0,0,0
12.4854,46.1822,6.28122,0.397449,0,0,0,0,0,0
27.7747,21.0526,7.02521,0,0,0,0,0,0,0
51.6794,9.77397,0.275227,0.109634,0,0,0,0,0,0
33.0553,28.0663,13.0525,0.145244,0.142247,0,0,0,0,0
27.6499,1.79824,1.0626,0.0933029,0.29221,0,0,0,0,0
18.3376,11.9133,2.09819,0.350322,0.127606,0,0,0,0,0
27.9475,2.4307,0.0248085,2.14157,0.213445,0,0,0,0,0
25.801,2.10167,0.662973,0,0,0,0,0,0,0
53.8561,3.53867,0.0671961,5.28106,0.169771,4.21559,0.0788054,6.89556,0,0
22.7959,1.36251,0.369702,7.46157,0.840987,0,0,0,0,0
36.9755,16.0218,1.60255,1.52624,1.33602,0,0,0,0,0
17.0457,17.6315,1.57746,0.0908999,0,0,0,0,0,0
32.4263,11.7231,3.11719,0.0346091,0.166366,0,0,0,0,0
22.5487,3.11805,0.184985,1.78954,0.304346,0.312498,0,0,0,0
25.1045,21.6289,8.4777,1.61057,2.27097,0,0,0,0,0
0.877198,20.3659,2.22653,0.267562,0.0166617,0,0,0,0,0
38.2963,12.3862,1.13868,0.239057,0.268709,0,0,0,0,0
18.1213,43.6886,2.29672,0,0,0,0,0,0,0
3.75141,0.142112,18.8441,20.6144,1.78453,3.49595,0,0,0,0
14.7627,20.1672,1.07584,0.0205846,0,0,0,0,0,0
50.3966,9.44937,11.9891,0.0816776,0,0.347943,0,0,0,0
8.37285,4.00957,10.9966,9.41078,7.27167,0,0,0,0,0
23.4464,35.3959,13.6481,1.18297,0.318295,0,0,0,0,0
20.8504,12.0025,13.9176,3.16873,0,0.473004,0.0498788,0,0,0
32.9144,4.22236,0.120202,0,0,0.0589693,0,0,0,0
23.2547,6.22141,3.50495,2.43567,0,0.789969,0,0,0,0
28.4314,0.535605,4.63795,0,0.267614,0,0,0,0,0
15.0814,6.29891,11.6081,0,0.291776,0,0,0,0,0
49.7257,1.52915,5.3796,0.0719688,0,0,0,0,0,0
51.7971,10.9235,0,0,0,0,0.228355,0,0,0
32.945,10.0872,8.75239,0,0.473068,0,0,0,0,0
15.2587,12.9496,10.0146,0.243713,0.628227,0,0,0,0,0
22.0676,11.4474,1.42298,0.361512,0,0,0.0978335,0,0,0
30.1377,13.5208,0.528387,0.199562,0,0,0,0,0,0
15.2171,0.735514,8.62837,0.419446,0,0,0,0,0,0
36.6871,19.3055,0.174523,0.0197849,0,0.1172,0,0,0,0
15.2334,6.14852,12.6209,0.0228845,0,0,0,0,0,0
25.377,12.8001,0.984389,0,0,0.30049,0,0,0,0
27.0218,27.2989,0.951052,9.03809,0.852351,0,0,0,0,0
19.1126,21.1455,2.06153,5.11186,0,0.916406,0,0,0,0
36.4947,30.1982,9.59626,3.80991,0,0,0,0,0,0
16.7533,22.7949,10.3243,0,0.863403,0.278835,0,0,0,0
20.7538,15.2317,4.28305,3.38612,0,0,0,0,0,0
30.9962,10.2206,9.49565,0.53918,0,0,0,0,0,0
38.499,5.04831,2.07066,1.28705,1.51722,0,0,0,0,0
12.2124,17.4117,0.833557,0.327462,0,0,0,0,0,0
