Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10
13.2183,4.41759,6.57796,15.0746,0.900359,0.502901,0.0708028,0.0551243,0,0
6.1548,14.0354,15.4543,0,24.4446,0.316894,0,0,0,0
4.35667,3.20187,13.8975,9.36113,3.69766,0,0,0,0,0
2.83566,3.01046,3.86236,3.13577,3.20778,5.16801,3.1514,2.87204,3.15411,3.707
12.8194,3.33177,0.20807,0.00014891,0,0,0,3.80164,1.62126,72.3511
13.493,5.20111,10.9769,0.250454,1.76941e-06,0,0,0,0,0
3.23634,4.60473,3.29142,23.5316,19.4746,1.87577,0,0,0,0
18.0532,2.82573,2.69846,0.0719272,0,0,0,0,0,0
4.99605,11.9338,0.752152,0,0,0,0,0,0,0
62.9199,1.37224,13.2564,0,0,0,0,0,0,0
11.517,69.4983,0.0516433,0.220386,0,0,0,0,0,0
0.281644,1.17561,0.0702497,33.9434,0,0,0,0,0,0
2.72029,5.63533,3.00044,3.40327,3.10869,3.12176,9.63002,3.3509,3.29655,2.0089
3.45044,4.22393,4.80257,1.81206,0.535573,0,0.354299,0,0,0
1.64617,0,0.448058,39.1633,0.619107,0,0.101835,0,0,0
61.9533,6.02344,0,0,0,0,0,0,0,0
6.22689,4.01706,3.44178,3.56508,6.20231,58.4713,6.21586,6.94191,2.48425,1.22912
2.79985,4.20003,3.28513,3.5889,64.6467,2.73824,0.472914,0,0,0
6.26641,1.40887,0.169353,3.03415,2.09508,0,0,0,0,0
9.50501,5.3785,45.0925,12.0935,2.01302,0.00209255,0,0,0,0
4.26042,3.21498,8.68253,5.99942,2.51778,1.64558,4.98334,0.107976,0,0
3.56613,3.23676,6.63204,3.64139,8.7304,51.2734,4.6862,0.329012,0.648111,0
0.982847,0,0.275091,0.120707,3.02964e-05,0,0,0,0,0
3.04841,6.02052,16.5865,1.59365,3.71726,0.503703,2.01798,0.740022,0,0
5.98951,2.87957,3.44579,3.65893,3.40873,3.91231,2.86342,3.26042,3.05493,5.64121
25.7445,7.09051,0.248956,0,0,0,0,0,0,0
3.41894,8.24183,0.959766,21.8081,1.58576e-05,0,0.0475339,0.140111,2.62015e-05,0
7.51747,3.81412,3.16335,3.68491,3.44432,31.2415,8.12843,0,0,0
3.2146,3.22826,3.26908,5.00848,3.36712,3.55165,4.64175,3.23229,7.36431,3.03277
7.1869,4.27985,5.26332,1.17545,0,0.682275,0,0,0,0
6.04397,4.81978,16.7446,0.718523,0,0,12.0107,0,0,0
6.50496,4.1974,5.05091,4.05053,4.95568,12.8528,0.0281228,0,0,0
6.47794,3.01445,3.92306,12.6459,1.06265,0.531839,0,0,0,0
12.7792,0,0,0,0,0,0,0,0,0
6.98569,3.327,4.75677,31.0123,17.3259,0.133831,0.000111278,0,0,0
2.76043,4.49971,8.21743,6.48099,15.5917,8.16522,0.8966,0.0585567,0,0
41.304,24.4669,15.808,0,0,0,0,0,0,0
2.45822,22.6193,4.30118,0.174152,0,0,0,0,0,0
6.3342,2.76021,1.84669,0.373345,0,0,0,0,0,0
3.70152,3.08265,4.94853,15.1826,60.4849,0.054892,0,0.383077,9.13037e-06,0
6.33096,2.91967,62.7594,9.85457,15.9594,0,0,0,0,0
2.23563,1.89363,0.240065,7.81412e-06,0,0,0,0,0,0
4.02033,3.768,3.80423,0.16679,0.758477,1.92781,0,1.6523,0,0
3.19831,2.92231,3.16761,5.01955,3.75764,3.12916,3.56815,4.03671,2.96099,3.32821
3.52459,5.03467,57.4131,1.90666,0.72241,0,0,0,0,0
8.33981,2.06554,1.69663,0,0,0,0,0,0,0
4.68321,36.3854,8.92996,0.104661,0,1.22974,0.118889,0.514462,0,0
3.23943,3.69243,2.78989,2.98246,4.7001,3.21159,5.11082,0.70335,0.171,0
0.798806,12.6335,0.954183,0,0,0.648476,0,0,0,0
7.99891,31.0883,0.743692,0.954262,0,0,0,0,0,0
11.9009,0.000684476,0,0,0,0,0,0,0,0
3.60983,11.0299,5.90932,0.441456,0,0,0,0,0,0
3.08945,15.4942,5.78424,26.1054,1.20263,0,0,0,0,0
7.66974,7.41565,11.3408,0.00127496,0.225801,0.200566,1.5548,0,0,0
8.69551,3.6812,0,0.78,0,0,0,0,0,0
5.24272,3.81579,6.37696,4.33503,0.12537,0.702786,0.139356,0,0.146074,0
18.7944,0,0,0,0,0,0,0.59223,41.2078,0.170837
45.7331,2.23014,1.02607,0,0,0,0,0,0,0
30.3526,24.3151,5.72072,1.12828,0,0.330231,0,0.860711,0,0
3.62824,3.01903,3.10842,2.94963,3.53893,3.66613,3.24753,3.10747,4.00228,3.9211
3.13762,4.17148,2.91644,2.95466,7.13712,3.48882,3.39133,3.33562,3.13073,3.15625
3.47798,2.87422,4.47558,3.28783,2.89386,4.13813,5.59325,26.0007,17.3336,0
9.47464,9.92107,86.2922,9.51326,1.35327,0,0,0,0,0
5.14104,6.23026,3.47167,3.21928,2.89603,3.04792,5.06315,31.2251,39.6165,0.0932864
2.82007,3.15783,11.8854,16.7884,3.35493,0.0166708,0.312613,19.9938,0,0
89.4206,48.2463,4.14274,0,0,0,0,0,0,0
3.6658,6.73579,39.6935,9.20516,0.642054,0,0,0,0,0
8.77814,61.14,9.17742,1.54369,1.13138,0,0.489259,0,0,0
2.898,2.94264,3.36672,2.8463,3.44055,3.23707,3.04604,2.88069,3.83604,3.49318
3.61245,4.27347,3.49517,6.07994,4.07221,9.03038,0,0.436694,0,0
3.70912,9.32383,33.6989,23.7338,8.3488,0,0.0336766,0,0,0
60.1552,4.78572,0.98392,0,0,0,0,0,0,0
5.16542,36.2461,3.48598,5.70169,0.0427597,0,0.556405,0,0,0
4.16817,2.63409,7.41909,3.18571,0,0.015227,0,0,0,0
4.10009,9.38687,7.18079,101.007,34.5686,0.0345895,0.998971,1.62717e-05,0,0
3.1292,4.13052,2.79409,3.36577,4.71735,4.45081,4.00089,3.2874,96.1693,2.80063
3.47363,7.19576,126.073,3.17822,3.20119,0.30718,0,0,0,0
17.2863,13.9969,0.0772806,2.20749,6.1081,0,0,0,0,0
6.48584,4.26032,36.1438,2.09965,1.32716,0,0.0185122,0.569928,0,0.803826
38.2874,6.11461,0.992166,0.541137,3.03808e-05,0,0,0,0,0
3.06074,3.55036,3.13242,4.55052,3.76312,3.75136,2.97089,2.96524,4.79311,3.61248
3.70868,10.0705,3.77831,0.510704,0.59063,0.0515376,0,0.307883,0,0
4.20396,3.04061,0,0,0,0,0,0,0,0
3.93501,3.29195,4.64838,4.28303,2.84798,3.23037,3.68041,2.92742,3.59729,2.95537
24.6499,18.4266,0,0,0,0,0,0,0,0
10.69,2.87957,3.47705,3.16667,5.26064,0,0,0,16.8809,1.32859
5.50374,5.59129,42.3559,0.430006,0.613267,0,0,0,0,0
6.15313,3.33432,3.99851,4.1725,0.190664,10.2378,8.02045,0.00617405,0,0.157513
10.8709,77.9035,1.76273,0.172713,0,0,0,0,0,0
3.66608,3.33138,2.83026,11.5042,18.6303,11.8628,0.530098,0,0,0
18.1649,2.03025,0.190945,0.257361,0.645573,0,0,0,0,0
12.8259,3.2338,1.0578,0.370509,0,0,0,0,0,0
3.8967,4.17938,4.98164,39.212,0.884988,0,0,0,0,0
3.41952,0.53693,5.24628,0.0913595,0,0,0,0,0,0
4.63557,4.42296,21.8617,11.6585,3.00758,0.000631632,1.69646e-05,0.171012,0,0.0994813
4.13607,3.52199,7.25623,3.122,2.94795,4.38968,10.8318,19.5278,7.34133,0
3.00892,3.88438,3.68799,4.2521,2.90158,3.58699,8.32541,11.7493,0.340872,0.555359
3.30041,3.34319,2.82607,4.50518,2.86537,4.57867,0,0,0,0
3.04461,6.42249,6.14384,7.83885,22.4185,22.0287,5.26849,0,0,0
2.9735,5.40328,3.81731,3.59748,12.1298,0.378428,2.23871,10.919,0.0957926,0.499342
9.18451,3.93577,21.899,0.58554,0,0,0,0,0,0
9.55945,23.4403,4.25915,0.130694,1.01223,0,0,0.211726,0,0
9.9701,8.10321,5.11476,0,0,0,0,0,0,0
3.19595,71.8188,4.14104,1.27481,0,0,0,0,0,0
2.42664,1.63722,5.09102,0,0,0,0,0,0,0
3.39199,2.82591,3.49507,3.38854,3.50769,3.07434,2.63274,3.29324,3.05539,3.08897
3.55087,3.48371,4.22369,88.061,0.39665,0.441388,0,0,0,0
32.6566,7.44975,0.609297,0,0,0,0,0,0,0
7.31719,2.65782,2.77086,3.94402,3.02038,3.86163,3.89895,11.2801,16.5375,0
3.31117,7.90528,2.79855,9.25014,10.9894,2.63673,0.956016,3.97457,0,0
3.1192,6.89572,89.6959,16.129,0.988491,0.000189197,0.673512,0.14295,0,0
3.26885,3.18857,3.70633,5.82596,2.24697,9.02503,0.884776,0.358429,2.61343,0.162194
2.85954,3.14937,3.03728,2.88033,3.21532,3.17024,3.38627,8.24208,7.56623,0.000881284
23.0969,0.407954,1.63214,0.283487,0,0,0,0,0,0
22.8864,11.7559,2.58461,0,0,0,0,0,0,0
3.02858,3.09654,3.51107,2.76739,5.41582,16.8102,0.89354,0.0222967,0,0
18.911,35.2256,1.08023,0.166715,0,0,0,0,0,0
20.4841,25.4236,0.136028,0.00181709,0,0,0,0,0,0
3.89998,3.58858,3.18812,4.05656,14.3705,0.757517,0.418773,0.601865,0.0128853,0
54.796,2.45862,4.12612,0,0,0,0,0,0,0
2.66854,1.5074,0.879284,0,0,0,0,0,0,0
15.816,5.78683,15.314,8.3899,0,0,0,0,0,0
2.63185,4.17219,36.071,24.6863,0,0,0,0,0,0
4.0262,7.51114,46.3873,0.191633,0,0,0,0,0,0
7.73656,18.8411,2.86147,1.34261,0,0,0,0,0,0
3.71477,4.02226,47.1465,6.08558,0.436561,0,0,0,0,0
6.55473,72.0998,0.763492,1.04368,4.95898,0,0,0,0,0
39.1657,0.765316,0,5.36305,0.214277,0,0,0,0,0
4.11764,2.84861,4.30008,3.88657,4.78072,3.46681,9.32752,4.69544,0.324524,30.4527
18.096,2.70651,0.280888,1.61757,0.0598134,0.934181,0,0,0,0
3.40732,3.95824,18.2021,8.99981,0.399539,0.801578,0,0,0,0
9.95093,8.13136,33.1114,2.45541,0.198927,0.170261,0,0,0,0
5.37102,5.75432,3.58211,5.07629,52.3626,8.77334,1.91117,1.71768,0,7.21585
122.115,3.41331,2.41343,0,0.400374,0.333044,0.0132137,0,0,0
3.09825,3.20808,24.5572,10.6213,0.243419,0.00147784,0.44866,0.39197,0,0
1.94869,1.22234,0.00171347,0.0190782,0,0,0,0,0,0
5.26081,11.2362,8.17763,2.26589,0,0,0,0,0,0
3.43496,3.08885,7.35576,12.6211,1.76322,0.0985003,0,0.214372,3.03049,0.0465485
3.66889,2.76033,3.26175,20.0001,5.11243,161.653,0.513944,4.2597,0.699825,0.0659666
3.53992,2.93007,3.5776,20.1341,3.85251,0.379833,0.048729,0,0,0
18.6437,8.50365,1.67927,37.8805,0,0,0,0,0,0
2.95213,3.12325,14.1322,8.89498,13.5373,0,0,0,0,0
33.7022,53.5705,0.254757,1.02348,0,0,0,0,0,0
8.4309,3.01605,6.05124,7.09212,10.356,4.89084,1.36131,0.258218,0,0
4.52588,18.0682,19.0896,3.98806,2.83405,0,0.825891,4.8315,0,0
3.99967,3.21326,4.21239,4.73299,4.43504,3.69806,2.93154,3.17416,3.30305,3.21614
2.94519,3.05861,3.39057,5.85553,62.64,3.70649,1.10721,0,0,0
16.3591,13.252,0.0228428,0,0,0,0,0,0,0
4.19946,4.43728,3.24429,5.64532,17.3598,4.3712,2.25518,0.00156244,0,0
3.01461,3.90616,2.92233,3.44726,4.41103,3.44231,12.7812,43.3047,11.4663,0.105991
2.86455,4.31538,16.2815,0.718787,0.237029,0.0015824,0,0,0,0
9.98672,7.38961,0.838011,0,0,0,0,0,0,0
27.5685,26.7323,0.117125,2.02855,0.447635,0,0,0,0,0
3.37647,3.11193,9.02072,7.75863,0.687557,0.331385,0.0877412,0,0,0
3.48806,9.3243,31.5096,4.34891,0.331576,0.00176002,4.57087e-06,0,0,0
4.70467,4.55328,3.32702,1.08351,0.718701,0.115426,0,0,0,0
35.959,24.6932,2.73973,2.42845,2.11666,0.573657,0,0,0,0
2.98093,2.73986,2.83928,3.8188,3.47962,7.87133,3.63023,5.9714,0,0
5.37224,17.2494,14.1174,0.65268,0.00019331,0,0,0,0,0
5.99387,6.40503,7.99019,173.172,0.479241,2.30455,0,0,0,0
17.5964,0,0,0,0,0,0,0,0,0.0528721
4.36632,3.24262,2.78263,4.01878,4.16078,4.94617,3.02093,3.5506,3.38758,3.61809
3.00423,3.49055,13.32,5.65939,7.40019,6.76787,13.1408,0,0,0
3.36201,4.23558,3.30779,4.14974,3.90684,0.22306,0,0,0,0
3.17519,3.19303,11.6167,43.6386,21.6133,0.48816,0,0,0,0
24.2651,0.00282302,0.294474,0,0,0,0,0,0,0
3.53463,3.51902,4.44818,14.6647,5.81563,48.7966,9.51397,0,0,0
2.87606,3.29966,3.52986,4.63325,2.32326,0.128204,0.665639,0.636883,0,0
3.91102,3.42325,2.90967,4.7142,3.13517,4.41465,4.75201,25.2659,3.44138,0
27.9888,118.788,7.87988,0.798595,0,0,0,0,0,0
26.8657,2.85913,0,0,0,0,0,0,0,0
2.96169,3.45163,6.80768,10.248,4.72474,8.11953,29.1559,3.08232,0,0
3.131,3.32046,3.00795,4.53227,3.33678,3.27781,3.40158,3.62103,37.3417,3.49742
2.78291,4.60557,5.28777,6.80964,4.26809,49.1251,0,0,0,1.00086
2.93284,3.07503,3.0249,3.9895,2.99626,3.3052,3.66979,3.8262,4.01211,3.43444
3.19188,5.89434,49.0767,5.97084,3.29075,32.4022,0,0,0,0
3.58549,4.77624,3.37269,2.74321,12.203,22.0159,0,0,0,0
4.5484,3.30452,4.89913,18.9828,14.7456,0.162398,0.942948,1.9863,0.0818204,0
2.87721,3.9336,5.70345,4.58538,2.80538,7.30908,1.11449,0,1.58547,0.119361
3.53728,3.80503,3.12587,3.24888,14.2208,4.77852,0.385198,0,0,0
18.0856,13.6782,0.557857,0.251781,0.392184,0,0,0,0,0
2.92662,3.22804,2.92252,3.1413,2.88055,8.04271,12.1705,30.076,11.3989,0
3.1685,3.03926,4.08442,2.96654,2.89166,4.25594,3.05894,3.1644,3.19086,3.33782
5.64466,2.29468,2.02823,0.138533,0.264994,0,0,0.4161,0,0
4.01266,12.9999,65.0438,3.92299,0,0,0,0,0,0
3.11151,4.41157,3.29755,3.16706,3.49828,5.75015,3.1635,3.87617,6.69853,7.70946
3.58744,13.9909,4.66689,0.919417,0.869268,1.1626,0,1.38902,0,0
3.29807,7.91079,14.7604,28.2843,4.78802,4.15798,0,0,0,0.416492
3.39376,4.19392,5.99769,7.46337,0,0.305572,0,0,0,0
6.93307,0.139248,1.80537,0,0.736959,1.69853,4.65027,1.43634,0,0
4.49045,0.356209,1.07799,0.250269,2.99185e-05,0,0,0,0,0
3.70772,3.29909,11.847,6.84066,6.34274,1.89205,0.000424471,0.410008,0,0
3.29246,3.92707,14.4408,56.7179,4.94983,0.37031,2.1314,0.53363,14.0876,0
5.49021,3.74636,32.259,9.46219,2.04458,0,0,0,0,0
8.74365,7.15307,13.6823,0.76157,2.72304,0,0,0,0,0
40.195,4.18075,0.48483,0,0,0,0,0,0,0
3.07199,3.78922,8.4137,10.65,23.8861,6.33625,9.37748,0,0,0
28.5533,5.11015,0.142036,0.0793669,0.431733,1.87116,0.225268,0.00079311,0,0
14.9769,34.6797,0.185914,0,0,0,0,0,1.51135,1.6506
3.57402,4.14334,7.87729,2.9472,14.7196,2.9465,0.815321,4.27794,0,0
3.19145,3.50354,3.41263,3.50807,10.8435,8.0362,1.48576,2.34479,0.0221182,0.0503604
10.7102,9.65085,0,0.965684,0,0,0,0,0,0
4.13755,6.37675,4.42505,22.0901,9.09369,12.5723,0,0,0,0
4.8765,36.1015,15.0353,0.781582,0.0816455,0.0409596,0.999447,0.652508,0,0
5.94547,11.2528,4.47561,30.8101,0.0589874,0,0,0,0,0
2.44732,0.330549,28.2435,0,0,0,0,0,0,0
20.2364,28.9426,12.5165,0,0,0,0,0,0,0
29.4084,14.1164,0.226791,0,0,0,0,0,0,0
3.39046,3.56189,2.79456,3.42019,3.23631,15.8585,16.9781,10.195,2.67519,0.033963
3.72771,3.48778,4.22667,3.02715,3.27427,3.32634,3.28018,4.61437,3.65908,3.19616
3.1847,4.15308,2.94783,26.7176,12.7369,16.128,12.7224,0.432441,0.169372,0.918022
3.03284,4.67875,26.9617,42.6375,0.293556,0,0,0,0,0
4.40422,3.2595,4.18118,4.85864,46.5435,0.0283607,0,0,0,0
4.10801,33.392,3.44712,4.58928,1.08807,0.0823538,0,0,0,0
3.3889,7.37182,4.74783,6.30853,10.5815,50.582,0.729432,0.00558281,0,0
2.97036,3.62307,2.96243,5.13449,8.63972,10.1,1.43915,3.24936,0.504936,0
3.29139,19.2376,30.7347,0.224226,0,0,0,0,0,0
39.159,2.55844,1.48542,0,0,0,0,0,0,0
3.61939,4.57937,3.1526,11.9739,7.16604,5.79301,25.4474,0,0,0
7.68663,6.02815,6.12705,6.44123,8.08234,41.9837,0,0,0,0
16.5396,14.3863,38.4439,4.70422,0.395015,0.593677,0,0,0,0
3.93812,6.96919,18.9705,3.64839,1.83486,0,0.525451,0,0,0
3.66831,3.01021,0.254233,4.63486,3.52219,0,0,0,0,0
2.34651,35.4685,0.81828,0.173232,0,0,0,0,0,0
14.4958,3.49365,0.0671121,0,0,0,0,0,0,0
3.20091,3.93903,3.13305,2.93344,3.98819,3.49896,3.68767,3.54489,5.79754,9.46103
16.3521,10.9743,0.819653,1.56458e-05,0,0,0,0,0,0
3.68979,23.5393,1.90624,0.327921,0.0623296,5.42132,0,0,0,0
3.93122,6.66977,3.04953,2.96581,2.7543,3.29928,5.80077,3.65758,3.07893,2.92846
2.78429,4.05704,32.2055,11.832,3.00809,15.3029,0,0,0,0.0557201
3.93806,2.84898,2.96796,3.1825,6.4455,5.07371,20.7249,2.00554,9.70198e-05,0
3.25232,4.01317,3.84191,5.69054,31.546,1.27975,0.859244,2.79786,0,0.232061
5.36194,13.2724,7.09562,12.3101,9.91881,0.127654,0,0,0,0
3.66287,8.02861,3.41426,7.12928,6.04611,35.8757,6.55976,1.77621,0,0
3.08927,3.43833,4.32355,3.07611,4.90848,2.89585,3.23712,8.29327,3.61767,3.45275
3.29982,7.2709,8.61609,2.702,0,0,0,0,0,0
3.71758,5.30617,2.80153,3.16256,5.04041,23.6905,11.0535,48.095,0,0
0.749661,9.34633,2.91428,0,1.9381,0,0,0,0,0
2.8649,3.83731,6.89376,62.3277,0.298087,0.259069,0,0,0,0
3.0757,3.20878,2.6765,3.33527,4.94766,4.76324,39.9131,10.9984,2.53093,0
2.81677,3.04842,2.81461,2.92609,8.41499,16.1595,0.841459,40.8266,0.324477,0
3.95309,3.01985,3.66513,2.84641,8.36471,1.94556,0.554837,0,0.346115,0
3.44105,3.16342,5.32158,26.5307,9.75418,0,0,0,0,0
3.24023,3.33855,3.80802,10.1262,3.42042,24.0061,13.4347,1.28234,1.39658,0
2.96905,4.06844,3.22395,3.17034,3.22453,3.00377,3.1369,2.94371,3.66461,3.15727
6.64484,1.94498,0.0428938,0.201432,27.5674,0,0.356263,0,0,0
15.3473,1.65877,0.0547822,27.5873,4.49656e-05,0.00019587,0,0,0,0
40.9101,0,0,0,0,0,0,0,0,0
3.03168,5.15159,32.6463,17.9989,3.28783,7.36631,1.13891,0,0,0
3.59814,5.74264,3.99942,4.80059,0,0,0,0,0,0
23.1429,26.0124,55.5037,0.329743,0,0,0,0,0,0
4.34544,20.6689,1.04125,0,0,0,0,0,0,0
8.72603,14.0875,10.9311,2.1402,0,0,0.0586113,0,0,0
27.8492,29.2141,3.98928,1.4035,0.000224403,0,0,0,0,0
8.30757,3.34927,2.91656,2.95986,3.98266,3.0941,4.63941,3.53437,8.46212,24.0856
66.6471,9.17415,2.18187,0.0495808,0,0,0,0,0,0
8.45944,26.9557,11.7513,8.64545,14.5017,0.252758,0.753341,0.549447,0,0
48.8766,34.6256,0.781643,0,0,0,0,0,0,0
4.24746,3.26726,2.88128,6.29852,3.66469,3.45964,4.18355,4.18062,3.66612,0.598387
5.4259,5.04619,14.347,5.66384,13.7845,0.263869,0.333103,0,0,0
9.77083,9.42407,1.92942,0,0,0,0,0,0,0
2.98117,3.43604,3.87682,14.333,19.0528,11.1229,0.185594,0.3239,0,0
3.45474,2.89921,2.61772,7.28472,2.87846,3.34829,4.0522,3.74822,3.51966,29.3955
3.01664,2.8127,3.05252,3.15006,3.18813,3.28222,3.33736,3.14645,2.97307,3.73051
8.78212,35.4206,8.13977,1.19317,0,0.439402,0,0,0,0
4.88494,18.8901,36.0133,0.307464,0.167416,0,0,0,0,0
2.93575,3.23466,6.75255,2.82969,16.4779,0.258581,0.213421,85.4378,0.671374,0
4.76699,5.34623,1.9857,0,1.58012,0,0,0,0,0
5.28061,3.93989,4.60994,4.18314,0,0,0,0,0,0
3.73019,15.5213,0.455414,0.00152864,0,0,0,0,0,0
4.56399,4.10584,4.03375,2.96418,21.3906,10.3476,3.88225,0.0679443,0,0
5.28723,83.5239,31.6445,0,0,0,0,0,0,0
3.35686,3.21566,5.85142,3.49836,6.22269,3.16937,4.9836,6.46747,10.0094,2.49852
20.8398,18.2117,21.0941,1.26807,0.871159,0.475806,0,0,0,0
3.21693,10.3901,7.00455,4.63332,1.19817,9.27062e-06,0,0,0,0
3.11264,2.76764,3.64194,4.19224,3.18435,3.07311,4.87583,11.1044,9.36076,0
5.88762,10.4396,12.1015,1.50106,0,0,0,0,0,0
10.0921,0.80562,0.00264182,0,0,0,0,0,0,0
42.9313,95.3253,4.58328,0.197197,0,0.508188,1.04393,0,0,0
22.6097,16.3619,7.11711,0.0695892,0,0,0,0,0,0
11.2229,0.872313,0.290338,2.06878,0.220402,1.88041e-05,3.65449,0,0,0
2.86051,3.31774,2.84487,2.95552,3.11766,3.56308,4.26108,3.22683,3.26618,4.27565
4.9592,3.95031,13.2371,5.02288,5.20614,0.615135,0,0,0,0
5.35417,42.5382,0.0655666,0.00545694,0,0,0,0,0,0
1.681,0.0826963,2.24655,0.442078,4.69881,3.30699,2.65146e-05,0,0,0
13.3773,6.6588,0.360604,0,0,0,0,0,0,0
5.42568,6.13803,21.5155,9.08689,0.6393,1.98727,0,0,0,0
3.28148,3.70119,3.455,3.44663,3.497,7.72039,3.74388,3.46346,3.53351,5.29357
6.1051,9.81599,8.16053,0.227311,4.52523e-05,0,0,0,0,0
5.8179,6.49899,4.29332,2.77741,3.55314,2.8755,9.11829,19.4834,7.84286,0.344028
25.4577,16.9897,2.91371,0,0,0,0,0,0,0
17.401,1.01151,1.23732,6.66699,0.0726367,0,0,0,0,0
12.1916,7.86507,8.39708,15.5453,3.77583,0,0,0,0,0
2.21978,3.1094,0,0,0,0,0,0,0,0
3.97293,4.11565,4.57006,5.76697,13.69,0.297562,0,1.33097,0,0
2.98924,10.2199,13.4106,4.50728,0.00381689,0,0,0,0,0
28.2737,21.1225,2.66898,0,0,0,0,0,0,0
6.33627,7.47658,2.03548,0.444235,0,15.1994,0.164015,0.406425,1.17008e-06,0
2.81786,3.99643,3.96694,3.24287,5.11238,3.7255,3.78326,3.80275,3.22598,3.11858
4.53959,2.97378,7.8566,4.75976,11.3864,16.0082,5.20477,4.30534,0,0
5.06801,3.78968,2.97051,5.59827,2.96075,3.29625,3.14048,3.3238,7.73489,22.3461
43.3298,1.39753,1.32355,0,0,0,0,0,0,0
3.10434,22.4611,16.2681,6.22737,7.82726,3.64577,0.354596,0,0,0
6.31532,9.743,15.9337,22.3605,12.5978,4.10159,0.527447,0.557843,0.0175316,0
74.6138,0.982804,5.16524,1.36361,2.31033,0,0,0,0,0
7.20603,19.5492,0.408237,0.856001,0,0,0,0,0,0
3.11648,0.751927,15.6652,1.24832,3.76623,0,0,0,0,0
5.84318,0.819602,1.0825,0,0,0,0,0,0,0
3.07034,3.00351,3.09305,18.9624,18.5663,28.7734,3.88114,0.864874,0.455504,0
3.53087,3.68795,3.72273,5.71938,4.50664,3.71227,9.24095,8.22089,0,0
2.91355,2.9739,3.09025,22.2323,2.75835,8.42703,22.0393,1.65274,0,0
14.9231,16.5072,13.8919,0.0621808,0.0660221,0,0,0,0,0
26.2418,5.31315,12.4207,0,0,0,0,0,0,0
16.8546,11.506,0.856294,0.457595,0.850589,0,0,0,0,0
1.85408,0.824173,5.52474,3.39553,0,0,0,0,0,0
51.1089,50.499,0.345097,0.000110128,5.88836e-07,0,0,0,0,0
3.08579,2.92418,3.87318,3.91823,5.29701,9.05022,1.48094,28.5247,0.739551,0.180438
3.71274,4.07488,6.58184,3.8475,2.41716,0.96922,1.43445,0.570907,0.306409,0
3.45676,9.09866,54.3867,1.80568,0.433663,0,0,0,0,0
7.75894,6.86162,2.25466,0.204487,0,0,0,0,0,0
21.1532,3.32506,3.50866,0.293665,0,0,0,0,0,0
2.97792,5.37759,4.03566,3.02328,3.20711,3.95246,3.58406,4.53512,2.97888,3.18041
4.33123,9.14289,0.407712,0.0241699,0,0,0,0,0,0
3.27681,6.9921,8.44288,29.1167,1.23175,0.11974,0,0,0,0
3.10125,6.29896,7.39104,8.74627,20.4123,0,0,0,0,0
3.93031,2.82284,9.60267,32.5629,4.0285,0,0,0,0,0
4.06001,4.91815,17.4202,14.4407,11.1899,0.119376,0,0.842141,0.00104072,0
3.85048,4.07793,5.62309,33.1121,1.09835,0.699412,11.6986,0,0,0
3.27542,5.70562,3.31693,5.35726,3.89528,8.66204,18.6849,1.94681,1.92435,0
25.8125,56.5721,0.0032183,0.386742,0,0,0,0.178041,0,0
3.2933,5.27835,18.408,1.5598,7.8518,0.0200699,0,0,0,0
3.98163,3.21444,3.49267,3.27403,3.28414,3.05207,3.54013,3.9063,14.2228,0.302683
4.36231,3.71394,3.5988,3.9962,3.72379,6.016,4.17412,1.57594,0,0
43.035,18.3829,5.4921,0.495721,3.05787,0.008826,0,0,0,0
13.1848,0,0,0,0,0,0,0,0,0
2.76184,3.82797,5.52657,12.2355,1.87302,3.24689,0.680006,0.276946,0,0
3.69067,3.3136,3.23486,20.5282,18.9312,0,0,2.70125,0.261213,0
3.59648,3.09447,3.65191,28.9435,5.35075,2.50631,0.000137276,0,0,0
3.1801,2.86357,3.66053,9.48635,19.7198,1.05855,0,0,0,0
4.32244,5.07694,20.339,7.01283,6.08034,1.20569,0.356369,20.4477,0,0
3.37808,2.63766,4.26649,6.97647,3.46425,3.08923,3.33181,3.58906,4.75826,0.593213
23.3349,18.3137,16.7007,0.136765,0,0,0,0,0,0
8.27049,3.54842,37.0662,3.82842,0.472615,0.00152414,0,0,0,0
39.7125,7.15382,10.6323,12.4412,0.240317,0,0,0,0,0
3.37431,11.1596,18.5253,3.65237,1.47085,0.102307,0,0,0,0
3.89877,7.0495,3.3762,45.4289,0.536452,0,0,0,0,0
6.2853,4.3224,0.762477,1.48275,2.35854,2.9725e-05,0,0,0,0
3.18532,33.6287,6.66911,0.0540752,0,0,0,0,0,0
7.39959,3.00791,3.23702,3.57875,3.28746,3.2721,13.6377,12.883,0.920357,0
1.19374,0.763547,0,0,0,0,0,0,0,0
64.1838,0.682073,0,0,0,0,0,0,0,0
21.0629,1.58296,0.112997,11.1575,0,0,0,0,0,0
3.51956,2.87038,3.07437,3.07374,3.3029,2.94153,6.51462,3.39302,3.11688,3.07556
3.57289,7.96988,0,0,1.08227,0,2.50439,0,0,0
3.12605,11.2786,4.66239,9.29685,6.66696,11.0001,0.124966,2.79765,0.138008,0
6.7173,3.4562e-05,0.62742,2.27836,0.0827986,0,0,0,0,0
31.8204,3.21487,2.01195,0.395191,0,1.41193,0,0,0,0
