Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10
19.9758,2.36908,0,0.567961,0,0.720269,0.129572,1.2129,0,0
39.2187,7.03889,3.23321,0.127443,0,0,0,0,0,0
2.94475,3.05093,3.25012,4.4764,36.4851,1.69909,0,0,0,0
34.539,7.01516,8.04274,11.1263,0,0,0,0,0,0
5.21031,9.71538,1.81468,8.05098,3.16331,0.00130157,0,0,0,0
34.0196,2.57669,2.32571,2.70338,0.451846,0,0,0,0,0
7.99289,8.18732,0.490328,1.07544,0,0,0,1.44547,0,0
27.9453,7.57431,0.132276,0,0,0,0,0,0,0
2.94344,2.69765,3.18612,3.53636,3.65343,3.07803,2.84556,4.20734,3.4219,3.48715
3.48995,2.85777,13.1309,21.1928,84.6311,2.90454,0.117205,0,0,0
9.2356,7.24194,14.1843,3.70644,1.05713,0,0,0,0,0
3.67907,3.71774,3.07659,3.27826,2.84424,3.40013,6.99697,2.92045,2.78674,5.534
2.51226,28.3456,44.9924,0,0,0.258365,0,0,0,0
8.26126,5.35348,0.238481,0.116585,0.012118,0.0341324,0,0,0,0
3.42646,4.56495,5.35589,1.97837,0.314537,0,0,0,0,0
3.69973,3.03521,3.03416,3.3335,3.84282,3.64286,7.86159,5.85232,0.302251,0
13.2883,15.558,14.3104,8.53247e-06,0,0,0,0,0,0
3.30817,3.2209,3.36404,2.85081,7.03585,24.6829,1.95234,0.179098,0,0
2.69229,6.23222,15.0499,20.5792,7.97576,0.723903,0,0,0,0
3.6678,3.70975,6.66125,3.13547,3.58643,2.92319,3.31752,3.65921,2.85894,3.0893
25.0698,0.49498,0.0263051,0,0,0,0,0,0,0
4.87986,32.5784,0.373696,0.303387,2.3871,0.422825,3.08683,3.9168,0,0
2.69152,5.80221,4.0726,2.98343,27.212,22.0098,22.3737,0,0,0
3.82922,17.2079,3.36022,3.18215,5.27631,35.3383,1.70102,0,0,0
33.6931,2.70092,3.56464,1.22062,0,0,0,0,0,0
16.2824,7.50011,26.0435,1.15033,29.1206,0.0183912,0,0,0,0
5.68552,6.41235,39.9778,1.53114,0.389033,0,1.00677,0,0,0
3.00247,4.01985,4.18355,2.3809,0.597945,1.42002,0.0304052,0,0,0
0.821183,2.82637,3.50254,0.0481896,0,0,0,0,0,0
5.87559,11.0799,2.34444,14.6856,0.141987,0,0.188248,0,0,0
3.27881,8.25059,11.905,15.6256,0.593677,0.805639,0,0,0,0
3.22847,6.12798,12.6806,194.579,1.34302,0,0,0,0,0
42.7229,21.9306,1.29407,0.595979,0.301481,0,0,0,0,0
55.9134,13.8421,1.634,0.000354214,0,0,0,0,0,0
13.7861,12.068,15.7187,0,0,0,0,0,0,0
3.98016,2.96179,7.07564,10.873,0,0,0,0,0,0
3.14247,6.82701,3.11537,9.63494,10.5936,31.0948,6.07397,1.27303,20.893,0.00011706
5.42667,5.87263,1.54202,55.467,10.4363,0,0,0,0,0
3.48542,3.37082,3.30265,4.23589,3.90747,9.51976,7.65084,3.0127,0.412767,0.0645997
3.00871,4.52359,3.05492,3.11367,26.1182,50.2788,4.7837e-05,0,0,0
3.42224,2.97904,3.39887,23.9348,25.5596,0,0,0,0,0
2.60383,3.01125,2.96392,3.40839,2.88581,3.05623,5.121,5.39161,3.87037,3.64143
4.01387,3.01416,5.91902,7.68451,20.5764,1.15791,1.64445,0.0964748,0,0
3.32158,4.0079,4.02118,3.59308,6.04041,3.81128,4.00329,4.01965,6.75969,13.8896
18.2892,10.5237,0.214427,0,0,0,0,0,0,0
3.22573,21.4225,1.85293,4.47365,0,0,0,0,0,0
4.66738,7.50558,3.22423,3.57107,29.6134,51.4061,1.29767,2.06202,0,0
3.10233,8.52672,3.49448,3.1315,2.96932,3.50503,6.1608,3.72407,3.62035,3.37122
3.80904,2.57834,3.45061,0.250122,0,0,0,0,0,0
16.4892,11.443,5.29599,6.58856,1.06843,0,0,0,0,0
0.714375,0.0600844,0.976104,0,0,0,0,0,0,0
5.86332,7.00043,4.00925,0.0957561,0,0,0,0,0,0
4.38165,46.4017,0.209101,1.01546,1.08134,0,0,0,0,0
3.20239,10.1259,12.2079,13.3445,0.576346,1.74389,0,0,0,0
0.163409,0.37816,1.15363,0.467891,0,0,0,0,0,0
2.89809,33.9139,5.28608,48.1123,0.766888,0,0,0,0,0
20.908,5.26214,3.3774,4.46079,0,0,0,0,0,0
4.48813,30.5131,3.37254,0.07123,0,0,0,0,0,0
3.03765,3.01076,5.82087,5.76607,14.7938,3.86618,0.590505,0,0,0
11.5767,1.31204,10.1761,2.68366,0.135441,0,0,0,0,0
3.11295,17.5137,10.9914,4.8805,0.873607,1.06674,1.13437,0,0,0
4.8169,11.3564,16.3608,41.0711,2.5607,0,0,0,0,0
58.954,1.32032,0.379803,3.76113,4.25989,0,0,0,0,0
2.92844,2.93538,4.99907,77.5379,4.14724,3.84388,2.23085,0.619489,0,0
4.15288,1.74062,26.8432,9.13336,28.7295,0.677065,0,0.117376,0,0
2.77611,6.85612,4.17171,3.13258,3.73808,41.4157,1.3146,0,0,0
5.43777,32.2319,2.7487,0.38552,0.000631212,0,0,0,0,0
2.94717,2.84781,3.7005,2.90116,9.62429,0.187309,16.738,1.16867,15.4001,0
6.98811,61.1646,8.40569,4.1278e-05,0,0,0,0,0,0
3.03271,5.4388,8.69651,77.5302,1.65476,0.479951,0.517192,0.27188,0.576948,0
5.47954,12.2072,11.8919,1.93321,0,0.517935,0.825991,2.35576,0,0
4.92908,2.94737,9.61686,8.7296,8.66583,0.30273,0,0,0,0
3.34968,3.55262,3.60275,19.1586,12.0337,0.00248413,1.94754,0,0,0
3.09815,4.56329,3.1028,3.16161,6.50052,9.13158,8.96272,9.85303,27.9138,0.928689
12.2198,15.298,0.967164,32.1784,0,0.122713,0.00011268,1.29391e-06,0,0
0.339042,0.664467,0.378864,2.7218,0.520492,0,0,0,0,0
4.15395,0.881362,7.5415,5.38446,0.234733,0,0,0,0,0
3.30765,4.65703,77.8374,9.73451,0.226174,0.337039,0,0,0,0
4.17893,6.4646,4.89915,1.11143,1.58594,0.809475,0,0,0,0
2.79855,2.63945,9.12317,49.2292,22.6413,1.69812,0,0,0,0
34.7957,7.56215,0.441326,0.016446,0,0,0,0,0,0
2.9801,3.00763,4.76706,7.71092,3.04929,5.68975,3.86655,11.86,5.22957,0
6.52459,3.05405,2.99862,8.8348,7.2044,5.61203,2.74161,0.00101945,0,0
6.13397,9.54721,7.31428,14.1489,0,2.73549,0,0,0,0
9.49468,9.42569,19.6114,0.330254,0.053813,0,0,0,0,0
7.37562,0.745899,0,0,0,0,0,0,0,0
14.761,2.80703,23.5305,0,0,0,0,0,0,0
30.2524,16.3352,14.3985,0.343645,0.151297,0,0,0,0,0
2.98946,3.61555,97.3689,3.68472,3.15723,3.61814,7.04716,0,0,0.0175876
4.20868,3.21201,28.3896,12.6233,23.9814,0,0,0,0,0
52.7995,6.93954,5.01915,3.2263,10.6574,2.11882,4.40779,0,0,0
3.36832,8.61135,3.06509,2.94059,2.97229,3.60062,7.7308,2.16732,21.1411,0
14.94,10.9586,0.694837,1.06791,0,0,0,0,0,0
16.2548,42.6869,2.46501,3.4075,0.472813,0.411021,0,0,0,0
10.5831,0,0,0.561177,0,0,0,0,0,0
2.9863,3.20415,3.82554,3.23895,3.61259,7.87924,9.20523,1.4821,3.67967,0.00343044
27.9175,15.7212,2.75142,18.6783,0.514105,0.605832,0.0419252,0,0,0
5.76345,32.4355,1.47911,0.811157,1.7533e-05,0.213213,0.931678,7.29338,0,0
3.10844,5.56751,9.96353,70.6144,27.3189,0.762421,0,0,0,0
12.9145,15.1449,0.454447,0.928338,0,0,0,0,0,0
62.296,3.29242,9.40189,10.8959,19.5326,5.33016,3.34197,1.02201,1.38594,0.0235383
3.4051,4.46449,4.59465,20.1679,2.1868,0,0,0,0,0
7.52123,5.40973,7.28527,10.2627,1.75766,0,0,0,0,0
3.31554,3.20965,3.00945,4.37493,4.53267,4.05801,2.08053,0.653561,0.180634,0
5.25263,3.05409,24.9036,8.14995,6.14361,7.06599,10.9275,0,0,0
53.4167,56.9168,0.158621,2.42137e-05,0,0.249061,0,0,0,0
3.37779,25.3171,10.2187,1.94669,0.938662,0.000124119,4.40705e-05,0,0,0
2.90643,3.68007,2.79238,3.31483,7.19484,18.6508,6.76759,0.91175,0,0
12.398,24.4774,1.6019,0.00038445,0,0,0,0,0,0
12.9961,30.1751,0.142969,0.00353369,0.84203,0,0,1.58772,0.0494036,0
60.4643,10.728,0.4266,0,0,0,0,0,0,0
2.97179,4.45057,3.36976,13.3973,13.8185,11.0824,0.887678,0,0.576367,0
5.03819,6.21999,7.06058,12.2422,0,0,0,0,0,0
1.09514,3.83233,0.615761,0,0,0,0,0,0,0
13.5785,0.0378144,0,0.106687,0,0,0,0,0,0
9.41776,37.1128,35.0544,0.382398,0,0,0,0,0,0
26.2774,10.4835,0.686679,0.15842,0.241217,0,0,0,0,0
5.21401,3.23509,6.26571,7.00787,7.49629,0,0,0,0,0
3.63834,27.4413,16.7239,14.2792,2.00971,0,0,0,0,0
2.76415,3.27958,5.02383,3.09133,2.87548,3.16163,2.89096,3.61736,4.94267,0.0624501
3.16839,3.24788,3.63824,6.98905,5.33865,9.30012,11.2406,28.1729,1.94455,0
4.82385,3.25682,7.29407,4.72476,3.01691,5.28097,29.1619,0.360725,0,0
3.98317,6.07823,12.6868,29.9387,0.586092,0,0,0,0,0
12.2444,9.74373,0.0342636,0,1.18726,0.968404,0.870163,0.000283527,0,0
2.91845,4.07364,28.6351,4.08309,0.158159,0,0,0,0,0
3.19123,3.25792,17.991,51.5948,28.4569,2.65915,0.534457,0,0,0
17.0639,11.9946,79.9323,3.39636,0.260994,0,0,0,0,0
1.57485,10.6034,2.58759,0,0.146465,0,0,0,0,0
6.22102,18.7041,8.54385,0.623393,0.160896,0,0,0,0,0
2.82101,5.27098,26.787,6.47327,0,0,0,0,0,0
40.8552,2.37738,0.752025,0.242659,0,0,0,0,0,0
3.06461,3.17824,3.08892,3.02909,5.90667,4.2112,3.95234,2.96428,3.32726,3.17923
4.59942,18.4019,13.3229,7.81704,2.59658,60.4693,0.14603,2.24703,0,0.309971
12.7944,62.353,1.63595,0,0,0,0,0,0,0
4.48715,14.7498,1.11197,1.65216,0.321455,0.065581,0,0.0910118,0,0
34.7001,0.401389,0,0,0,0,0,0.877563,0.379862,0
3.66592,3.10728,4.0089,3.82786,7.43806,35.7066,8.64077,17.7179,0,0.0421311
18.3596,7.50369,1.77998,0.399102,2.06313,0,0,0,0,0
17.7656,45.7854,0.529638,0.072705,0,0,0,0,0,0
33.8929,14.6682,12.468,3.24989,0,0,0,0,0,0
8.14669,21.0942,7.6066,9.27175,0.421289,7.32953e-06,0,0,0,0
4.046,17.1775,10.5305,4.26715,0,0,0.340164,0,0,0
3.21151,6.85402,3.54328,5.83569,29.8624,1.65302,0.0511776,0,0,0
3.07616,6.18185,6.36473,14.6012,11.6735,3.37737,0.170255,1.64233,0,0
10.3528,5.0053,0.0535462,0,0,0,0,0,0,0
17.6631,5.4995,5.70943,0.0745418,0.056557,0,0,0,0,0
4.56212,4.5486,4.59773,3.93397,3.52063,0,0,0,0,0
27.2879,3.65134,4.1369,0,0,0,0,0,0,0
7.14552,24.045,3.33889,0.335727,3.96253,63.2576,0,0,1.91172,1.74835
7.13775,2.8215,6.05752,4.1082,8.11135,22.4971,3.56561e-06,0,0,0
6.90066,73.6278,7.12196,0.357102,0,0,0,0,0,0
11.5876,22.0501,24.6891,1.36555,0,0,0,0,0,0
11.8511,0.754687,1.65383,2.43285,2.56616,0,0,0,0,0
4.51337,5.78634,3.63501,5.48464,51.8365,6.74067,1.45019,2.36384,0,0
3.45918,3.30417,33.899,23.6396,3.0034,8.04677,0,0,18.4919,0
6.59496,2.94434,3.56698,3.72942,4.53805,3.75037,3.27596,3.24613,3.07859,3.21421
3.35307,3.95797,8.02902,5.65833,0.111686,2.13506,0.0485655,13.6079,0,0
31.1425,15.4582,0,0,0,0,0,0,0,0
4.88776,2.74291,3.4453,2.88978,3.4335,3.7456,3.23153,6.4344,3.86954,4.29361
6.06791,1.32228,3.8066,2.79851,0,0.309368,0.593188,0,0.148301,0
3.85741,2.74869,3.02136,4.38664,5.65935,2.76436,4.114,2.85764,26.2956,1.48394
4.01393,14.9497,8.76796,10.1308,1.20746,1.14541,0.316747,1.40431,0.995394,0
3.34382,3.82342,3.12757,3.15196,3.78271,4.72935,4.88871,8.30578,70.0807,0
32.8485,23.7013,0.312047,0,0.419488,0,0,0,0,0
41.2051,4.18742,2.27374,0.177915,0,0,0,0,0,0
23.971,8.04944,10.6449,0,0,0,0,0,0,0
37.6768,4.9186,2.66234,0,0,0,0,0,0,0
2.79871,64.8006,15.8454,0.570638,2.75539,0.974293,0,0,0,0
67.6197,54.1919,2.10872,0,0.495526,0,0,0,0,0
3.56544,3.1537,7.19065,4.01348,5.42899,6.66917,1.02523,1.77728,5.27575,0.1633
5.28571,0.340275,0.881514,4.88006e-05,0,0,0,0,0,0
3.69225,18.7916,25.6867,17.9927,7.6267,0,0,0,0,0
2.98065,3.72325,5.11264,141.622,1.65727,0.533363,0.0201973,0,0,0
3.20622,2.6738,3.14748,2.80807,4.91981,4.96903,5.78234,27.8091,7.6424,0.288394
6.22064,18.4539,0.121327,0,0,0,0,0,0,0
2.80001,3.01321,2.93189,5.13674,3.65236,3.42971,3.49343,4.09252,4.07808,3.39888
70.8465,4.82551,2.11829,0,0,0,0,0,0,0
25.565,0.112151,1.47858,0.0234976,16.0315,7.26729,6.08854,0.271731,0,0
3.73046,18.3585,6.84947,0,0.220153,0.561883,0,0,2.59833,0
2.76776,3.07561,6.97926,2.87145,2.85193,3.82727,20.6301,2.35026,1.11364,0
4.88087,0.881876,1.52372,0.0706132,0,0,0.749438,0,0,0
4.94209,2.97304,5.90957,4.66947,0,0,0,0,0,0
12.5231,9.29596,1.77194,0.643166,0,0,0,0,0,0
39.2489,8.27625,1.12547,0.344524,0,0,0,0,0,0
40.763,7.42593,4.58758,4.30572,4.88714,5.17026,5.79903,7.62706,17.1608,0
3.6049,17.765,2.75574,0.357182,0,0,0,0,0,0
43.2191,1.49234,0,0,0,0,0,0,0,0
2.74264,3.54023,3.75884,3.46646,3.5635,3.81219,3.80477,7.63115,61.7223,1.27173
12.7788,7.52692,1.81712,4.05262e-05,0,0,0,0,0,0
25.1629,1.65844,1.05749,0.202692,1.69037,0.0365308,0,0,0,0
14.8792,11.7965,1.87118,1.93792,0,0,0,0,0,0
7.79622,21.4536,5.06788,3.73455,1.53898,0.0697944,0.810421,0,0.00962118,0
4.81945,2.84407,3.03697,2.84284,4.94564,3.36172,3.33049,2.9978,6.57394,2.96405
2.90947,4.6838,3.81714,15.4872,12.1743,9.44121,1.65493,0,0,0
3.29296,3.01023,6.42167,5.53522,2.72346,12.6411,11.0965,0,0,0
0.439183,14.2662,37.8155,0,0,0,0,0,0,0
14.0853,19.1848,0.362698,0.841503,0,0,0,0,0,0
26.957,6.0246,7.53295,3.26673,0.588449,0.0396019,0,0,0,0
8.13199,20.7581,7.12037,0.907741,0.987406,0,0,0,0,0
10.2408,10.2703,16.1559,1.43376,2.09042,0,0,0,0,0
8.67483,9.43097,1.61829,0,2.49331,0,0,0,0,0
8.44878,31.7899,11.6665,2.48621e-05,1.74847e-05,0,0,0,0,0
3.34217,3.20905,4.37573,3.14725,3.012,11.7166,3.47213,3.35118,13.2914,0.0592655
4.19478,3.19055,14.8747,25.4362,2.81578,0.213058,0,0,0,0
10.749,20.5251,1.98109,0.8904,0.125682,0,0,0,0,0
6.28925,10.1712,6.96201,3.28293,56.2676,3.04064,4.12731,24.0928,0,0
5.96501,12.7419,10.7855,1.1663,1.33178e-05,20.5043,0,0,0,0
3.11779,3.32606,3.33643,38.5187,0.204439,3.32972,1.31543,2.187,0,0
2.78457,3.56867,3.08545,12.7887,8.04527,8.32371,0,0,0,0
11.1769,11.4901,1.56685,3.50653,1.50942,0.0199232,0,0,0,0
3.45857,4.79943,35.7588,11.8576,0.934061,1.15157e-06,0,0,0,0
65.3804,7.22321,7.12487,0,0,0,0,0,0,0
4.19363,2.71237,11.0746,5.75818,0,0,0,0,0,0
4.56099,3.249,3.29049,15.3215,21.402,11.5152,1.23534,0.193133,0,0
3.24595,3.32698,5.88822,8.88873,0,0,0,0,0,0
6.78671,11.1336,3.34323,3.52256,5.84253,1.716,0.0724232,0,0,0
15.3247,4.26394,0,0,0,0,0,0,0,0
16.2096,8.98741,0.684594,0.678237,3.37091,0,0,0,0,0
2.98474,3.08937,2.85308,2.90951,6.52846,2.83151,3.83496,4.24711,2.90602,3.22509
28.0193,32.775,0.924445,2.36587,0.328988,0,0,0,0,0
4.24071,3.15072,3.78543,10.8748,8.80618,6.89534,2.83714,24.3723,0.593528,0
3.39632,3.5509,15.0084,11.0001,29.0356,3.14899,0.242785,0.000795276,0,0
6.40919,5.26131,5.34494,0,0,0.123652,0,0,0,0
4.22,8.81268,10.6074,49.9505,5.37932,0,0,0,0,0
66.353,0.946685,0.000356505,0,0,0,0,0,0,0
22.1048,8.18272,1.89771,0.913529,11.9601,1.57113,0.430167,0,0,0
6.11233,44.9666,13.1927,3.12818,0,0,0,0,0,0
3.26342,139.253,5.5942,0.44425,0,0,0,0,0,0
4.2027,4.02656,4.13633,3.03439,2.90843,3.07897,2.88172,37.5511,4.78326,0
8.33731,36.5286,8.46126,4.42407,0,0,0,0,0,0
3.32421,5.70429,2.87384,6.47341,3.17653,3.26135,6.99964,23.1876,0.123453,0
3.23195,64.221,9.39891,1.74435,0.229978,0,0,0,0,0
5.42003,4.36144,19.404,7.3837,6.38273,0.0935178,0.187931,1.32589,1.64431,0
12.5933,31.8789,4.48635,0.0439061,0,0,0,0,0,0
4.14535,3.96309,0.202286,0,1.1023,0.064676,0,0,0,0
3.13443,3.4602,5.71263,4.85152,2.99602,2.67145,5.87696,15.1434,2.17838,1.31036
3.04576,23.4217,6.46354,1.57701,2.00916e-05,0.135658,0,0,0,0
11.7216,3.81199,0.169475,0,0,0,0,0,0,0
3.21392,6.09728,3.59597,3.29808,3.58605,7.63976,12.5436,0.671596,0.222596,0
3.34463,2.91907,2.68899,3.99181,3.2475,18.1501,33.739,0.589407,5.14914e-05,0
3.47394,2.7397,2.87327,3.50017,4.27106,3.53067,32.024,16.1319,1.27762,2.16714
2.99677,6.47431,6.04088,4.32503,13.553,3.32378,3.68778,0.0109936,0.996121,0
3.05249,7.48122,4.22871,12.1502,0,0,0,0,0,0
3.07525,3.03545,3.24042,3.47767,90.8105,7.54486,9.2671,0.00646233,0,0
3.52008,2.94103,3.61382,4.21426,14.2959,23.3443,1.09634,0.112924,0,10.6087
3.23811,3.23725,4.30521,4.42964,12.3393,8.81335,2.47574,0.191904,0,0
31.5913,11.9976,2.28385,0.375169,0.0037662,0,0,0,0,0
2.90192,3.21259,34.3134,8.59588,0.858066,0.0880701,0.0998343,0,0,0
3.49612,2.91859,10.0581,8.0886,101.481,1.43282,5.19908,0.0039515,0,0
5.9831,3.13741,3.21907,3.68791,26.6895,6.60435,15.0531,2.3395,0,0
25.9991,4.12583,2.88603,6.49846,9.01831,36.6866,0,0,0,0
2.86924,2.82074,4.53373,6.29832,33.2646,4.17631,0.0927301,2.02872,0,0
3.22564,5.23572,21.49,10.9728,0.453609,3.91644,2.04739,0,0,0
5.78053,3.42309,3.75018,3.03233,6.55316,13.7765,0.0796348,0,0,0
30.1835,3.93405,12.5682,0.166602,0.155207,0.000352606,0,0,0,0
23.3334,0,0,0,0,0,0,0,0,0
4.41217,9.97149,24.7247,3.6113,0.829161,0,0,0,0,0
3.45018,5.12088,27.7338,5.3735,4.09642,0.00135073,0,0,0,0
3.11541,3.58495,8.44207,2.29711,11.2405,8.50545,0.0658823,0,1.62299e-05,0
2.84146,4.74118,10.8341,8.30629,0.013468,0,0,0,0,0
62.9021,15.3666,1.20134,22.3452,0.374623,0.257637,0,0,0,0
22.0673,1.22427,0.0188466,0,0,0,0,0,0,0
17.2835,42.085,4.20644,0.399008,0,0,0,0,0,0
3.04146,23.8863,1.93793,0.25721,0.160055,0,0,0,0,0
4.11473,3.40509,2.9234,4.45845,3.07777,3.11943,7.33962,8.38029,1.50006,16.783
51.7228,7.93833,5.16362,0.344641,0,0,0,0,0,0
2.95867,131.45,39.578,1.99236,0,0,0,0,0,0
26.8352,15.0225,1.38942,0.195734,0,0,0,0,0,0
25.3541,1.7358,0.51337,0.325322,0,0,0,0,0,0
3.42399,3.55198,35.083,15.3876,16.2826,3.20082,2.34741,1.21426,0,0
2.96232,20.4717,46.4304,0.0390005,0.360912,0,0,0,0,0.800893
3.52927,3.58955,3.10324,3.49383,9.42817,4.55017,0.206086,0,0,0
14.2116,3.77182,5.27285,4.9907,11.8108,2.86826,0.169293,0.357329,0,0
41.1241,1.10075,0,0.00354251,2.38658,0.78386,1.36089,0,0,0
8.11106,0.222102,55.0391,1.5182,0,0,24.2025,0.0304556,0.0287982,0
2.85088,4.41096,57.0975,20.9001,0,0.406577,0,0,0,0
2.88538,2.96701,2.9353,4.33227,3.07555,4.23926,3.08389,3.52744,3.41053,3.77135
65.2762,35.1691,11.2607,8.14112,13.4514,0,0,0,0,0
23.172,9.63488,2.95836,1.56721,0.171914,0,0,0,0,0
3.36436,11.1829,25.8714,18.1455,1.01566,0,0,0,0,0
5.01867,5.12104,11.3227,5.51015,6.95393,9.16797,34.2595,0,0,0
3.12845,10.234,63.0254,2.61566,1.10776,0.118684,0,0,0,0
3.29218,4.54938,2.988,30.4462,5.11977,13.501,7.12694,4.2701,0.695933,0.246571
4.71748,25.9975,51.2725,7.55531,4.78898,0,0,0,0,0
2.85714,5.43555,4.18827,3.15378,4.19523,7.39598,6.01767,1.94335,1.19619,0
17.0508,6.30976,0.763754,1.78576,0,0,0,0,0,0
16.8844,6.81704,4.6769,6.06915,22.9875,0.0368132,0.571438,0,0,0
19.7596,21.1695,28.4081,0,1.29789,0,0,0,0,0
3.09377,4.76217,13.3661,14.0415,1.87197,0.0688048,0,0,0,0
10.7733,10.0852,1.21131,0.19948,0,0,0,0,0,0
4.06822,3.91772,3.26331,3.60186,151.978,0,0.14738,0.939464,3.03038,0.0375328
6.31782,7.09886,8.57157,8.80248,3.40498,3.66505,1.25114,0.886375,0.305062,0
24.4085,1.79578,0.0669201,0.316454,0.250631,0,0,0,0,0
5.90448,2.64596,3.80512,12.9791,15.5393,1.72747,0,0,0,0
6.13905,2.97008,15.4172,8.45592,5.60687,6.12351,0.0275535,0.00795409,0,0
13.2228,0.666905,33.118,0.890589,0.0829757,0,0,0,0,0
3.93342,19.6979,1.12042,0,0,0,0,0,0,0
93.2469,17.5663,1.18777,4.77469,2.45202,4.4414,0,0,0,0
3.01733,3.02254,3.67873,2.74205,3.57155,3.54002,18.1593,5.80071,3.80693,3.97791
3.57149,5.06251,47.283,6.18729,0.295333,0.157371,0.322789,8.50669e-05,0,0
4.42995,32.8054,2.76659,0.0678633,0,0,0,0,0,0
12.9662,2.16191,0.0591989,0,0,0,0,0,0,0
9.55748,2.95926,0,0,0,2.54175,2.53998,0,0,0
5.09437,5.23512,4.40666,35.7172,12.6835,0.114962,0.253084,0.00518225,0.455033,0
5.21628,4.39174,0.24983,0.0547986,0.0823908,0,0,0,0,0
7.77213,26.7708,0.99557,1.26118,0,0,0,0,0,0
3.10043,41.9074,26.893,0.903428,0,0,0,0,0,0
3.61309,69.5164,11.823,2.20994,12.0897,4.08658,0.928358,0,0,0
2.74331,3.29638,4.00284,3.00252,3.46633,3.2936,3.63429,5.9346,5.24281,5.37803
12.0165,4.97309,10.5243,2.57667,5.90459,0.347264,0.127278,1.12716,0,0
3.53885,4.2758,4.78418,7.83409,9.54576,8.96667,12.3587,0.639501,0.0559214,0
6.56389,3.21774,36.9773,1.0598,0,0,0,0,0,0
3.53893,3.75352,4.34254,3.41164,2.8431,3.35885,3.48752,3.13985,3.69679,3.3453
3.88609,47.2069,3.82838,10.6686,12.5156,0,0,1.16228,0,0
20.0797,0.957259,2.15804,0,0,0,0,0,0,0
9.29428,16.2067,19.1414,0.233277,0,0,0,0,0,0
3.58344,4.44651,57.4818,2.39051,2.91813,0.648303,0.25852,0,0,0
6.91584,0,0.958486,0,0,0,0,0,0,0
3.35075,3.11898,3.75685,2.97995,3.00722,3.28838,3.69955,3.0122,3.43768,4.71603
7.18863,5.59497,2.8939,2.80311,3.32817,3.4616,7.15376,11.9211,1.4572,1.43743
7.15732,11.7302,0.466574,1.62437,0,0,0,0,0,0
12.0399,6.75287,4.95569,0,0,0,0,0,0,0
3.27039,2.99163,3.56352,3.64238,4.04346,21.5639,15.6431,1.05793,0,0
14.4913,4.71593,6.90413,0.813156,2.02358,0.457406,0.0574335,0,0,0
37.0755,5.04532,4.51212,4.10357,0,0,0,0,0,0
1.27455,0,0,0,0,0,0,0,0,0
4.1876,8.01666,6.27586,0.0169977,0.81391,0,0,0,0,0
3.63186,5.91412,5.16122,13.1688,19.4126,0,16.2459,0.000222376,0,0
3.97875,3.41302,4.86217,13.9284,4.2033,4.87505,25.4571,0,0,0
28.0689,7.66551,10.1418,1.77039e-05,0,0,0,0,0,0
3.60975,3.27374,3.62235,3.87032,3.12403,3.55392,3.91031,3.33922,7.62885,3.18672
2.78279,3.11195,3.9178,9.27345,51.0957,2.94409,0.433142,0,0,0
3.86849,40.2502,7.30225,0.49731,0,0,0,0,0,0
2.84742,2.98581,2.79343,3.31717,3.71229,3.45976,2.97045,3.24223,3.86589,2.93246
28.0222,30.636,6.93578,9.64177,0.0778277,0,0,0,0,0
5.6976,26.6655,4.53426,10.5464,30.2124,3.40373,0.17678,0,1.0284,1.24051
7.45542,4.2547,10.6221,3.59828,1.31463,0,0,0,0,0
3.36885,4.83004,3.35335,3.76276,3.9056,4.2984,10.3373,5.56267,0,0
3.44301,5.20635,3.10558,3.34562,3.72039,3.1425,3.8882,2.94441,3.10679,4.0216
4.42073,11.671,12.8178,0.575868,0,0,0,0,0,0
4.77076,5.03037,3.68062,8.85152,31.0337,18.1134,5.74996,0.252178,0,0
3.6538,3.05235,3.37907,5.07472,12.2222,28.9274,18.526,2.32966,0,0
4.99505,8.92215,106.902,6.06652,3.00722e-05,0,0,0,0,0
3.53417,3.15296,3.48337,4.90262,2.95715,3.01421,4.42376,8.65398,11.4932,0
3.42537,4.49686,2.77015,3.40797,6.74899,15.9508,41.1367,4.06497,0.210736,0
4.27617,32.0628,11.1098,0.940409,1.19716,0,0,0,0,0
61.689,2.41216,4.2944,0.334252,0,0,0,0,0,0
3.28838,3.78544,3.57928,6.1779,4.30874,3.06967,3.61958,3.07686,4.15735,3.48089
23.8722,0.0330543,42.7888,0.0211787,0.18295,0.94821,0.855729,16.9538,0,0
9.98605,17.5354,12.7991,2.14492,0.164018,0,0,0,0,0
3.59626,22.936,7.91685,8.73517,0,0,0,0,0,0
26.1921,12.2974,0.371742,0,0,0,0,0,0,0
4.64894,25.2854,0.36632,2.14817,4.6085,50.112,2.59823,0.0814116,0.628319,2.33355
7.4266,8.08284,0,1.72433,0.252648,0,0,0,0,0
7.93642,2.13663,38.3538,0,0,0,0,0,4.39111,0
4.23437,5.29822,12.9071,3.84165,9.72142,0.648922,0,0,0,0
3.79226,3.06209,3.84565,3.09092,5.86899,6.08072,63.4367,0.0492211,0,0
13.5991,7.09562,7.10879,1.30183,0,0,0,0,0,0
6.15018,3.02692,6.55119,9.36038,4.03004,20.099,16.8972,4.13325,1.33475,1.00337
3.93727,3.05009,3.63442,3.1599,3.09931,3.53781,3.62604,3.68498,3.19102,4.58209
4.28958,22.618,7.57638,0.614062,0,0,0,0,0,0
